COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code commune;Code commune;01106;Cize;CHAR;5
CODGEO;Code commune;Code commune;01107;Cleyzieu;CHAR;5
CODGEO;Code commune;Code commune;01108;Coligny;CHAR;5
CODGEO;Code commune;Code commune;01109;Collonges;CHAR;5
CODGEO;Code commune;Code commune;01110;Colomieu;CHAR;5
CODGEO;Code commune;Code commune;01111;Conand;CHAR;5
CODGEO;Code commune;Code commune;01112;Condamine;CHAR;5
CODGEO;Code commune;Code commune;01113;Condeissiat;CHAR;5
CODGEO;Code commune;Code commune;01114;Confort;CHAR;5
CODGEO;Code commune;Code commune;01115;Confrançon;CHAR;5
CODGEO;Code commune;Code commune;01116;Contrevoz;CHAR;5
CODGEO;Code commune;Code commune;01117;Conzieu;CHAR;5
CODGEO;Code commune;Code commune;01118;Corbonod;CHAR;5
CODGEO;Code commune;Code commune;01121;Corlier;CHAR;5
CODGEO;Code commune;Code commune;01123;Cormoranche-sur-Saône;CHAR;5
CODGEO;Code commune;Code commune;01124;Cormoz;CHAR;5
CODGEO;Code commune;Code commune;01125;Corveissiat;CHAR;5
CODGEO;Code commune;Code commune;01127;Courmangoux;CHAR;5
CODGEO;Code commune;Code commune;01128;Courtes;CHAR;5
CODGEO;Code commune;Code commune;01129;Crans;CHAR;5
CODGEO;Code commune;Code commune;01130;Bresse Vallons;CHAR;5
CODGEO;Code commune;Code commune;01133;Cressin-Rochefort;CHAR;5
CODGEO;Code commune;Code commune;01134;Crottet;CHAR;5
CODGEO;Code commune;Code commune;01135;Crozet;CHAR;5
CODGEO;Code commune;Code commune;01136;Cruzilles-lès-Mépillat;CHAR;5
CODGEO;Code commune;Code commune;01138;Culoz-Béon;CHAR;5
CODGEO;Code commune;Code commune;01139;Curciat-Dongalon;CHAR;5
CODGEO;Code commune;Code commune;01140;Curtafond;CHAR;5
CODGEO;Code commune;Code commune;01141;Cuzieu;CHAR;5
CODGEO;Code commune;Code commune;01142;Dagneux;CHAR;5
CODGEO;Code commune;Code commune;01143;Divonne-les-Bains;CHAR;5
CODGEO;Code commune;Code commune;01145;Dompierre-sur-Veyle;CHAR;5
CODGEO;Code commune;Code commune;01146;Dompierre-sur-Chalaronne;CHAR;5
CODGEO;Code commune;Code commune;01147;Domsure;CHAR;5
CODGEO;Code commune;Code commune;01148;Dortan;CHAR;5
CODGEO;Code commune;Code commune;01149;Douvres;CHAR;5
CODGEO;Code commune;Code commune;01150;Drom;CHAR;5
CODGEO;Code commune;Code commune;01151;Druillat;CHAR;5
CODGEO;Code commune;Code commune;01152;Échallon;CHAR;5
CODGEO;Code commune;Code commune;01153;Échenevex;CHAR;5
CODGEO;Code commune;Code commune;01155;Évosges;CHAR;5
CODGEO;Code commune;Code commune;01156;Faramans;CHAR;5
CODGEO;Code commune;Code commune;01157;Fareins;CHAR;5
CODGEO;Code commune;Code commune;01158;Farges;CHAR;5
CODGEO;Code commune;Code commune;01159;Feillens;CHAR;5
CODGEO;Code commune;Code commune;01160;Ferney-Voltaire;CHAR;5
CODGEO;Code commune;Code commune;01162;Flaxieu;CHAR;5
CODGEO;Code commune;Code commune;01163;Foissiat;CHAR;5
CODGEO;Code commune;Code commune;01165;Francheleins;CHAR;5
CODGEO;Code commune;Code commune;01166;Frans;CHAR;5
CODGEO;Code commune;Code commune;01167;Garnerans;CHAR;5
CODGEO;Code commune;Code commune;01169;Genouilleux;CHAR;5
CODGEO;Code commune;Code commune;01170;Béard-Géovreissiat;CHAR;5
CODGEO;Code commune;Code commune;01171;Géovreisset;CHAR;5
CODGEO;Code commune;Code commune;01173;Gex;CHAR;5
CODGEO;Code commune;Code commune;01174;Giron;CHAR;5
CODGEO;Code commune;Code commune;01175;Gorrevod;CHAR;5
CODGEO;Code commune;Code commune;01177;Grand-Corent;CHAR;5
CODGEO;Code commune;Code commune;01179;Grièges;CHAR;5
CODGEO;Code commune;Code commune;01180;Grilly;CHAR;5
CODGEO;Code commune;Code commune;01181;Groissiat;CHAR;5
CODGEO;Code commune;Code commune;01183;Guéreins;CHAR;5
CODGEO;Code commune;Code commune;01184;Hautecourt-Romanèche;CHAR;5
CODGEO;Code commune;Code commune;01185;Plateau d'Hauteville;CHAR;5
CODGEO;Code commune;Code commune;01187;Haut Valromey;CHAR;5
CODGEO;Code commune;Code commune;01188;Illiat;CHAR;5
CODGEO;Code commune;Code commune;01189;Injoux-Génissiat;CHAR;5
CODGEO;Code commune;Code commune;01190;Innimond;CHAR;5
CODGEO;Code commune;Code commune;01191;Izenave;CHAR;5
CODGEO;Code commune;Code commune;01192;Izernore;CHAR;5
CODGEO;Code commune;Code commune;01193;Izieu;CHAR;5
CODGEO;Code commune;Code commune;01194;Jassans-Riottier;CHAR;5
CODGEO;Code commune;Code commune;01195;Jasseron;CHAR;5
CODGEO;Code commune;Code commune;01196;Jayat;CHAR;5
CODGEO;Code commune;Code commune;01197;Journans;CHAR;5
CODGEO;Code commune;Code commune;01198;Joyeux;CHAR;5
CODGEO;Code commune;Code commune;01199;Jujurieux;CHAR;5
CODGEO;Code commune;Code commune;01200;Labalme;CHAR;5
CODGEO;Code commune;Code commune;01202;Lagnieu;CHAR;5
CODGEO;Code commune;Code commune;01203;Laiz;CHAR;5
CODGEO;Code commune;Code commune;01204;Le Poizat-Lalleyriat;CHAR;5
CODGEO;Code commune;Code commune;01206;Lantenay;CHAR;5
CODGEO;Code commune;Code commune;01207;Lapeyrouse;CHAR;5
CODGEO;Code commune;Code commune;01208;Lavours;CHAR;5
CODGEO;Code commune;Code commune;01209;Léaz;CHAR;5
CODGEO;Code commune;Code commune;01210;Lélex;CHAR;5
CODGEO;Code commune;Code commune;01211;Lent;CHAR;5
CODGEO;Code commune;Code commune;01212;Lescheroux;CHAR;5
CODGEO;Code commune;Code commune;01213;Leyment;CHAR;5
CODGEO;Code commune;Code commune;01214;Leyssard;CHAR;5
CODGEO;Code commune;Code commune;01215;Surjoux-Lhopital;CHAR;5
CODGEO;Code commune;Code commune;01216;Lhuis;CHAR;5
CODGEO;Code commune;Code commune;01219;Lompnas;CHAR;5
CODGEO;Code commune;Code commune;01224;Loyettes;CHAR;5
CODGEO;Code commune;Code commune;01225;Lurcy;CHAR;5
CODGEO;Code commune;Code commune;01227;Magnieu;CHAR;5
CODGEO;Code commune;Code commune;01228;Maillat;CHAR;5
CODGEO;Code commune;Code commune;01229;Malafretaz;CHAR;5
CODGEO;Code commune;Code commune;01230;Mantenay-Montlin;CHAR;5
CODGEO;Code commune;Code commune;01231;Manziat;CHAR;5
CODGEO;Code commune;Code commune;01232;Marboz;CHAR;5
CODGEO;Code commune;Code commune;01233;Marchamp;CHAR;5
CODGEO;Code commune;Code commune;01234;Marignieu;CHAR;5
CODGEO;Code commune;Code commune;01235;Marlieux;CHAR;5
CODGEO;Code commune;Code commune;01236;Marsonnas;CHAR;5
CODGEO;Code commune;Code commune;01237;Martignat;CHAR;5
CODGEO;Code commune;Code commune;01238;Massieux;CHAR;5
CODGEO;Code commune;Code commune;01239;Massignieu-de-Rives;CHAR;5
CODGEO;Code commune;Code commune;01240;Matafelon-Granges;CHAR;5
CODGEO;Code commune;Code commune;01241;Meillonnas;CHAR;5
CODGEO;Code commune;Code commune;01242;Mérignat;CHAR;5
CODGEO;Code commune;Code commune;01243;Messimy-sur-Saône;CHAR;5
CODGEO;Code commune;Code commune;01244;Meximieux;CHAR;5
CODGEO;Code commune;Code commune;01245;Bohas-Meyriat-Rignat;CHAR;5
CODGEO;Code commune;Code commune;01246;Mézériat;CHAR;5
CODGEO;Code commune;Code commune;01247;Mijoux;CHAR;5
CODGEO;Code commune;Code commune;01248;Mionnay;CHAR;5
CODGEO;Code commune;Code commune;01249;Miribel;CHAR;5
CODGEO;Code commune;Code commune;01250;Misérieux;CHAR;5
CODGEO;Code commune;Code commune;01252;Mogneneins;CHAR;5
CODGEO;Code commune;Code commune;01254;Montagnat;CHAR;5
CODGEO;Code commune;Code commune;01255;Montagnieu;CHAR;5
CODGEO;Code commune;Code commune;01257;Montanges;CHAR;5
CODGEO;Code commune;Code commune;01258;Montceaux;CHAR;5
CODGEO;Code commune;Code commune;01259;Montcet;CHAR;5
CODGEO;Code commune;Code commune;01260;Le Montellier;CHAR;5
CODGEO;Code commune;Code commune;01261;Monthieux;CHAR;5
CODGEO;Code commune;Code commune;01262;Montluel;CHAR;5
CODGEO;Code commune;Code commune;01263;Montmerle-sur-Saône;CHAR;5
CODGEO;Code commune;Code commune;01264;Montracol;CHAR;5
CODGEO;Code commune;Code commune;01265;Montréal-la-Cluse;CHAR;5
CODGEO;Code commune;Code commune;01266;Montrevel-en-Bresse;CHAR;5
CODGEO;Code commune;Code commune;01267;Nurieux-Volognat;CHAR;5
CODGEO;Code commune;Code commune;01268;Murs-et-Gélignieux;CHAR;5
CODGEO;Code commune;Code commune;01269;Nantua;CHAR;5
CODGEO;Code commune;Code commune;01272;Neuville-les-Dames;CHAR;5
CODGEO;Code commune;Code commune;01273;Neuville-sur-Ain;CHAR;5
CODGEO;Code commune;Code commune;01274;Les Neyrolles;CHAR;5
CODGEO;Code commune;Code commune;01275;Neyron;CHAR;5
CODGEO;Code commune;Code commune;01276;Niévroz;CHAR;5
CODGEO;Code commune;Code commune;01277;Nivollet-Montgriffon;CHAR;5
CODGEO;Code commune;Code commune;01279;Oncieu;CHAR;5
CODGEO;Code commune;Code commune;01280;Ordonnaz;CHAR;5
CODGEO;Code commune;Code commune;01281;Ornex;CHAR;5
CODGEO;Code commune;Code commune;01282;Outriaz;CHAR;5
CODGEO;Code commune;Code commune;01283;Oyonnax;CHAR;5
CODGEO;Code commune;Code commune;01284;Ozan;CHAR;5
CODGEO;Code commune;Code commune;01285;Parcieux;CHAR;5
CODGEO;Code commune;Code commune;01286;Parves et Nattages;CHAR;5
CODGEO;Code commune;Code commune;01288;Péron;CHAR;5
CODGEO;Code commune;Code commune;01289;Péronnas;CHAR;5
CODGEO;Code commune;Code commune;01290;Pérouges;CHAR;5
CODGEO;Code commune;Code commune;01291;Perrex;CHAR;5
CODGEO;Code commune;Code commune;01293;Peyriat;CHAR;5
CODGEO;Code commune;Code commune;01294;Peyrieu;CHAR;5
CODGEO;Code commune;Code commune;01295;Peyzieux-sur-Saône;CHAR;5
CODGEO;Code commune;Code commune;01296;Pirajoux;CHAR;5
CODGEO;Code commune;Code commune;01297;Pizay;CHAR;5
CODGEO;Code commune;Code commune;01298;Plagne;CHAR;5
CODGEO;Code commune;Code commune;01299;Le Plantay;CHAR;5
CODGEO;Code commune;Code commune;01301;Polliat;CHAR;5
CODGEO;Code commune;Code commune;01302;Pollieu;CHAR;5
CODGEO;Code commune;Code commune;01303;Poncin;CHAR;5
CODGEO;Code commune;Code commune;01304;Pont-d'Ain;CHAR;5
CODGEO;Code commune;Code commune;01305;Pont-de-Vaux;CHAR;5
CODGEO;Code commune;Code commune;01306;Pont-de-Veyle;CHAR;5
CODGEO;Code commune;Code commune;01307;Port;CHAR;5
CODGEO;Code commune;Code commune;01308;Pougny;CHAR;5
CODGEO;Code commune;Code commune;01309;Pouillat;CHAR;5
CODGEO;Code commune;Code commune;01310;Prémeyzel;CHAR;5
CODGEO;Code commune;Code commune;01311;Prémillieu;CHAR;5
CODGEO;Code commune;Code commune;01313;Prévessin-Moëns;CHAR;5
CODGEO;Code commune;Code commune;01314;Priay;CHAR;5
CODGEO;Code commune;Code commune;01317;Ramasse;CHAR;5
CODGEO;Code commune;Code commune;01318;Rancé;CHAR;5
CODGEO;Code commune;Code commune;01319;Relevant;CHAR;5
CODGEO;Code commune;Code commune;01320;Replonges;CHAR;5
CODGEO;Code commune;Code commune;01321;Revonnas;CHAR;5
CODGEO;Code commune;Code commune;01322;Reyrieux;CHAR;5
CODGEO;Code commune;Code commune;01323;Reyssouze;CHAR;5
CODGEO;Code commune;Code commune;01325;Rignieux-le-Franc;CHAR;5
CODGEO;Code commune;Code commune;01328;Romans;CHAR;5
CODGEO;Code commune;Code commune;01329;Rossillon;CHAR;5
CODGEO;Code commune;Code commune;01330;Ruffieu;CHAR;5
CODGEO;Code commune;Code commune;01331;Saint-Alban;CHAR;5
CODGEO;Code commune;Code commune;01332;Saint-André-de-Bâgé;CHAR;5
CODGEO;Code commune;Code commune;01333;Saint-André-de-Corcy;CHAR;5
CODGEO;Code commune;Code commune;01334;Saint-André-d'Huiriat;CHAR;5
CODGEO;Code commune;Code commune;01335;Saint-André-le-Bouchoux;CHAR;5
CODGEO;Code commune;Code commune;01336;Saint-André-sur-Vieux-Jonc;CHAR;5
CODGEO;Code commune;Code commune;01337;Saint-Bénigne;CHAR;5
CODGEO;Code commune;Code commune;01338;Groslée-Saint-Benoit;CHAR;5
CODGEO;Code commune;Code commune;01339;Saint-Bernard;CHAR;5
CODGEO;Code commune;Code commune;01342;Sainte-Croix;CHAR;5
CODGEO;Code commune;Code commune;01343;Saint-Cyr-sur-Menthon;CHAR;5
CODGEO;Code commune;Code commune;01344;Saint-Denis-lès-Bourg;CHAR;5
CODGEO;Code commune;Code commune;01345;Saint-Denis-en-Bugey;CHAR;5
CODGEO;Code commune;Code commune;01346;Saint-Didier-d'Aussiat;CHAR;5
CODGEO;Code commune;Code commune;01347;Saint-Didier-de-Formans;CHAR;5
CODGEO;Code commune;Code commune;01348;Saint-Didier-sur-Chalaronne;CHAR;5
CODGEO;Code commune;Code commune;01349;Saint-Éloi;CHAR;5
CODGEO;Code commune;Code commune;01350;Saint-Étienne-du-Bois;CHAR;5
CODGEO;Code commune;Code commune;01351;Saint-Étienne-sur-Chalaronne;CHAR;5
CODGEO;Code commune;Code commune;01352;Saint-Étienne-sur-Reyssouze;CHAR;5
CODGEO;Code commune;Code commune;01353;Sainte-Euphémie;CHAR;5
CODGEO;Code commune;Code commune;01354;Saint-Genis-Pouilly;CHAR;5
CODGEO;Code commune;Code commune;01355;Saint-Genis-sur-Menthon;CHAR;5
CODGEO;Code commune;Code commune;01356;Saint-Georges-sur-Renon;CHAR;5
CODGEO;Code commune;Code commune;01357;Saint-Germain-de-Joux;CHAR;5
