TYPMAR2;REGDEP_DOMI;NATEPOUX;NBMAR
HH;2758;FR_ETR;1
FF;2770;FR_ETR;1
HF;2770;FR_ETR;48
HH;2770;FR_ETR;1
FF;2771;FR_ETR;0
HF;2771;FR_ETR;145
HH;2771;FR_ETR;3
FF;2789;FR_ETR;0
HF;2789;FR_ETR;111
HH;2789;FR_ETR;0
FF;2790;FR_ETR;1
HF;2790;FR_ETR;58
HH;2790;FR_ETR;1
FF;2814;FR_ETR;1
HF;2814;FR_ETR;187
HH;2814;FR_ETR;5
FF;2827;FR_ETR;0
HF;2827;FR_ETR;173
HH;2827;FR_ETR;2
FF;2850;FR_ETR;1
HF;2850;FR_ETR;100
HH;2850;FR_ETR;2
FF;2861;FR_ETR;0
HF;2861;FR_ETR;74
HH;2861;FR_ETR;5
FF;2876;FR_ETR;1
HF;2876;FR_ETR;460
HH;2876;FR_ETR;7
FF;3202;FR_ETR;0
HF;3202;FR_ETR;136
HH;3202;FR_ETR;0
FF;3259;FR_ETR;11
HF;3259;FR_ETR;987
HH;3259;FR_ETR;15
FF;3260;FR_ETR;2
HF;3260;FR_ETR;309
HH;3260;FR_ETR;4
FF;3262;FR_ETR;3
HF;3262;FR_ETR;270
HH;3262;FR_ETR;6
FF;3280;FR_ETR;0
HF;3280;FR_ETR;156
HH;3280;FR_ETR;1
FF;4408;FR_ETR;0
HF;4408;FR_ETR;60
HH;4408;FR_ETR;3
FF;4410;FR_ETR;0
HF;4410;FR_ETR;93
HH;4410;FR_ETR;2
FF;4451;FR_ETR;0
HF;4451;FR_ETR;172
HH;4451;FR_ETR;1
FF;4452;FR_ETR;0
HF;4452;FR_ETR;22
HH;4452;FR_ETR;0
FF;4454;FR_ETR;1
HF;4454;FR_ETR;269
HH;4454;FR_ETR;6
FF;4455;FR_ETR;0
HF;4455;FR_ETR;41
HH;4455;FR_ETR;1
FF;4457;FR_ETR;2
HF;4457;FR_ETR;443
HH;4457;FR_ETR;2
FF;4467;FR_ETR;5
HF;4467;FR_ETR;587
HH;4467;FR_ETR;3
FF;4468;FR_ETR;0
HF;4468;FR_ETR;392
HH;4468;FR_ETR;5
FF;4488;FR_ETR;0
HF;4488;FR_ETR;50
HH;4488;FR_ETR;1
FF;5244;FR_ETR;7
HF;5244;FR_ETR;515
HH;5244;FR_ETR;9
FF;5249;FR_ETR;0
HF;5249;FR_ETR;275
HH;5249;FR_ETR;3
FF;5253;FR_ETR;1
HF;5253;FR_ETR;84
HH;5253;FR_ETR;2
FF;5272;FR_ETR;1
HF;5272;FR_ETR;172
HH;5272;FR_ETR;6
FF;5285;FR_ETR;1
HF;5285;FR_ETR;139
HH;5285;FR_ETR;6
FF;5322;FR_ETR;2
HF;5322;FR_ETR;162
HH;5322;FR_ETR;1
FF;5329;FR_ETR;7
HF;5329;FR_ETR;264
HH;5329;FR_ETR;1
FF;5335;FR_ETR;2
HF;5335;FR_ETR;348
HH;5335;FR_ETR;4
FF;5356;FR_ETR;3
HF;5356;FR_ETR;181
HH;5356;FR_ETR;2
FF;7516;FR_ETR;0
HF;7516;FR_ETR;106
HH;7516;FR_ETR;5
FF;7517;FR_ETR;0
HF;7517;FR_ETR;145
HH;7517;FR_ETR;4
FF;7519;FR_ETR;0
HF;7519;FR_ETR;50
HH;7519;FR_ETR;1
FF;7523;FR_ETR;1
HF;7523;FR_ETR;21
HH;7523;FR_ETR;0
FF;7524;FR_ETR;2
HF;7524;FR_ETR;129
HH;7524;FR_ETR;2
FF;7533;FR_ETR;14
HF;7533;FR_ETR;741
HH;7533;FR_ETR;9
FF;7540;FR_ETR;1
HF;7540;FR_ETR;112
HH;7540;FR_ETR;1
FF;7547;FR_ETR;1
HF;7547;FR_ETR;99
HH;7547;FR_ETR;0
FF;7564;FR_ETR;3
HF;7564;FR_ETR;213
HH;7564;FR_ETR;8
FF;7579;FR_ETR;2
HF;7579;FR_ETR;72
HH;7579;FR_ETR;0
FF;7586;FR_ETR;3
HF;7586;FR_ETR;127
HH;7586;FR_ETR;3
FF;7587;FR_ETR;0
HF;7587;FR_ETR;99
HH;7587;FR_ETR;1
FF;7609;FR_ETR;1
HF;7609;FR_ETR;49
HH;7609;FR_ETR;3
FF;7611;FR_ETR;3
HF;7611;FR_ETR;140
HH;7611;FR_ETR;0
FF;7612;FR_ETR;2
HF;7612;FR_ETR;79
HH;7612;FR_ETR;3
FF;7630;FR_ETR;2
HF;7630;FR_ETR;288
HH;7630;FR_ETR;7
FF;7631;FR_ETR;11
HF;7631;FR_ETR;759
HH;7631;FR_ETR;18
FF;7632;FR_ETR;1
HF;7632;FR_ETR;53
HH;7632;FR_ETR;1
FF;7634;FR_ETR;7
HF;7634;FR_ETR;623
HH;7634;FR_ETR;12
FF;7646;FR_ETR;3
HF;7646;FR_ETR;45
HH;7646;FR_ETR;0
FF;7648;FR_ETR;0
HF;7648;FR_ETR;16
HH;7648;FR_ETR;0
FF;7665;FR_ETR;0
HF;7665;FR_ETR;73
HH;7665;FR_ETR;1
FF;7666;FR_ETR;3
HF;7666;FR_ETR;165
HH;7666;FR_ETR;2
FF;7681;FR_ETR;1
HF;7681;FR_ETR;104
HH;7681;FR_ETR;2
FF;7682;FR_ETR;0
HF;7682;FR_ETR;110
HH;7682;FR_ETR;2
FF;8401;FR_ETR;4
HF;8401;FR_ETR;303
HH;8401;FR_ETR;2
FF;8403;FR_ETR;1
HF;8403;FR_ETR;64
HH;8403;FR_ETR;2
FF;8407;FR_ETR;1
HF;8407;FR_ETR;78
HH;8407;FR_ETR;1
FF;8415;FR_ETR;0
HF;8415;FR_ETR;23
HH;8415;FR_ETR;1
FF;8426;FR_ETR;2
HF;8426;FR_ETR;188
HH;8426;FR_ETR;0
FF;8438;FR_ETR;6
HF;8438;FR_ETR;500
HH;8438;FR_ETR;4
FF;8442;FR_ETR;3
HF;8442;FR_ETR;320
HH;8442;FR_ETR;3
FF;8443;FR_ETR;1
HF;8443;FR_ETR;48
HH;8443;FR_ETR;0
FF;8463;FR_ETR;2
HF;8463;FR_ETR;230
HH;8463;FR_ETR;2
FF;8469;FR_ETR;5
HF;8469;FR_ETR;1071
HH;8469;FR_ETR;20
FF;8473;FR_ETR;0
HF;8473;FR_ETR;193
HH;8473;FR_ETR;0
FF;8474;FR_ETR;12
HF;8474;FR_ETR;572
HH;8474;FR_ETR;12
FF;9304;FR_ETR;1
HF;9304;FR_ETR;49
HH;9304;FR_ETR;1
FF;9305;FR_ETR;0
HF;9305;FR_ETR;41
HH;9305;FR_ETR;0
FF;9306;FR_ETR;5
HF;9306;FR_ETR;799
HH;9306;FR_ETR;16
FF;9313;FR_ETR;3
HF;9313;FR_ETR;1094
HH;9313;FR_ETR;12
FF;9383;FR_ETR;2
HF;9383;FR_ETR;402
HH;9383;FR_ETR;3
FF;9384;FR_ETR;0
HF;9384;FR_ETR;290
HH;9384;FR_ETR;3
FF;942A;FR_ETR;0
HF;942A;FR_ETR;49
HH;942A;FR_ETR;0
FF;942B;FR_ETR;1
HF;942B;FR_ETR;53
HH;942B;FR_ETR;1
FF;971;FR_ETR;1
HF;971;FR_ETR;71
HH;971;FR_ETR;0
FF;972;FR_ETR;0
HF;972;FR_ETR;58
HH;972;FR_ETR;1
FF;973;FR_ETR;1
HF;973;FR_ETR;199
HH;973;FR_ETR;2
FF;974;FR_ETR;0
HF;974;FR_ETR;147
HH;974;FR_ETR;4
FF;976;FR_ETR;0
HF;976;FR_ETR;231
HH;976;FR_ETR;2
FF;1175;FR_FR;119
HF;1175;FR_FR;6078
HH;1175;FR_FR;283
FF;1177;FR_FR;54
HF;1177;FR_FR;3683
HH;1177;FR_FR;40
FF;1178;FR_FR;48
HF;1178;FR_FR;3387
HH;1178;FR_FR;32
FF;1191;FR_FR;46
HF;1191;FR_FR;2907
HH;1191;FR_FR;20
FF;1192;FR_FR;71
HF;1192;FR_FR;4201
HH;1192;FR_FR;58
FF;1193;FR_FR;38
HF;1193;FR_FR;3138
HH;1193;FR_FR;36
FF;1194;FR_FR;61
HF;1194;FR_FR;3192
HH;1194;FR_FR;41
FF;1195;FR_FR;35
HF;1195;FR_FR;3152
HH;1195;FR_FR;19
FF;2418;FR_FR;9
HF;2418;FR_FR;709
HH;2418;FR_FR;8
FF;2428;FR_FR;15
HF;2428;FR_FR;1051
HH;2428;FR_FR;13
FF;2436;FR_FR;8
HF;2436;FR_FR;472
HH;2436;FR_FR;6
FF;2437;FR_FR;36
HF;2437;FR_FR;1516
HH;2437;FR_FR;21
FF;2441;FR_FR;13
HF;2441;FR_FR;813
HH;2441;FR_FR;5
FF;2445;FR_FR;29
HF;2445;FR_FR;1693
HH;2445;FR_FR;24
FF;2721;FR_FR;25
HF;2721;FR_FR;1236
HH;2721;FR_FR;18
FF;2725;FR_FR;25
HF;2725;FR_FR;1360
HH;2725;FR_FR;15
FF;2739;FR_FR;11
HF;2739;FR_FR;617
HH;2739;FR_FR;5
FF;2758;FR_FR;4
HF;2758;FR_FR;429
HH;2758;FR_FR;7
FF;2770;FR_FR;9
HF;2770;FR_FR;608
HH;2770;FR_FR;8
FF;2771;FR_FR;20
HF;2771;FR_FR;1256
HH;2771;FR_FR;12
FF;2789;FR_FR;13
HF;2789;FR_FR;788
HH;2789;FR_FR;12
FF;2790;FR_FR;4
HF;2790;FR_FR;381
HH;2790;FR_FR;2
FF;2814;FR_FR;41
HF;2814;FR_FR;1840
HH;2814;FR_FR;26
FF;2827;FR_FR;32
HF;2827;FR_FR;1709
HH;2827;FR_FR;25
FF;2850;FR_FR;15
HF;2850;FR_FR;1162
HH;2850;FR_FR;23
FF;2861;FR_FR;11
HF;2861;FR_FR;638
HH;2861;FR_FR;11
FF;2876;FR_FR;67
HF;2876;FR_FR;3239
HH;2876;FR_FR;50
FF;3202;FR_FR;22
HF;3202;FR_FR;1203
HH;3202;FR_FR;11
FF;3259;FR_FR;143
HF;3259;FR_FR;7080
HH;3259;FR_FR;82
FF;3260;FR_FR;29
HF;3260;FR_FR;1976
HH;3260;FR_FR;16
FF;3262;FR_FR;104
HF;3262;FR_FR;4024
HH;3262;FR_FR;50
FF;3280;FR_FR;24
HF;3280;FR_FR;1265
HH;3280;FR_FR;11
FF;4408;FR_FR;12
HF;4408;FR_FR;580
HH;4408;FR_FR;4
FF;4410;FR_FR;14
HF;4410;FR_FR;721
HH;4410;FR_FR;5
FF;4451;FR_FR;19
HF;4451;FR_FR;1382
HH;4451;FR_FR;11
FF;4452;FR_FR;3
HF;4452;FR_FR;389
HH;4452;FR_FR;3
FF;4454;FR_FR;33
HF;4454;FR_FR;1928
HH;4454;FR_FR;19
FF;4455;FR_FR;4
HF;4455;FR_FR;437
HH;4455;FR_FR;2
FF;4457;FR_FR;42
HF;4457;FR_FR;2881
HH;4457;FR_FR;23
FF;4467;FR_FR;39
HF;4467;FR_FR;3255
HH;4467;FR_FR;26
FF;4468;FR_FR;26
HF;4468;FR_FR;2164
HH;4468;FR_FR;15
FF;4488;FR_FR;8
HF;4488;FR_FR;843
HH;4488;FR_FR;8
FF;5244;FR_FR;85
HF;5244;FR_FR;3856
HH;5244;FR_FR;64
FF;5249;FR_FR;37
HF;5249;FR_FR;2104
HH;5249;FR_FR;17
FF;5253;FR_FR;14
HF;5253;FR_FR;720
HH;5253;FR_FR;3
FF;5272;FR_FR;33
HF;5272;FR_FR;1274
HH;5272;FR_FR;17
FF;5285;FR_FR;49
HF;5285;FR_FR;2035
HH;5285;FR_FR;29
FF;5322;FR_FR;34
HF;5322;FR_FR;1380
HH;5322;FR_FR;11
FF;5329;FR_FR;41
HF;5329;FR_FR;2211
HH;5329;FR_FR;26
FF;5335;FR_FR;55
HF;5335;FR_FR;2505
HH;5335;FR_FR;32
FF;5356;FR_FR;36
HF;5356;FR_FR;1972
HH;5356;FR_FR;21
FF;7516;FR_FR;20
HF;7516;FR_FR;891
HH;7516;FR_FR;15
FF;7517;FR_FR;52
HF;7517;FR_FR;1654
HH;7517;FR_FR;25
FF;7519;FR_FR;7
HF;7519;FR_FR;544
HH;7519;FR_FR;10
FF;7523;FR_FR;4
HF;7523;FR_FR;184
HH;7523;FR_FR;2
FF;7524;FR_FR;22
HF;7524;FR_FR;1002
HH;7524;FR_FR;11
FF;7533;FR_FR;100
HF;7533;FR_FR;4589
HH;7533;FR_FR;83
FF;7540;FR_FR;27
HF;7540;FR_FR;1074
HH;7540;FR_FR;8
FF;7547;FR_FR;15
HF;7547;FR_FR;718
HH;7547;FR_FR;10
FF;7564;FR_FR;38
HF;7564;FR_FR;1493
HH;7564;FR_FR;20
FF;7579;FR_FR;13
HF;7579;FR_FR;818
HH;7579;FR_FR;6
FF;7586;FR_FR;27
HF;7586;FR_FR;928
HH;7586;FR_FR;11
FF;7587;FR_FR;22
HF;7587;FR_FR;768
HH;7587;FR_FR;12
FF;7609;FR_FR;13
HF;7609;FR_FR;344
HH;7609;FR_FR;6
FF;7611;FR_FR;21
HF;7611;FR_FR;896
HH;7611;FR_FR;10
FF;7612;FR_FR;14
HF;7612;FR_FR;683
HH;7612;FR_FR;11
FF;7630;FR_FR;53
HF;7630;FR_FR;2175
HH;7630;FR_FR;37
FF;7631;FR_FR;97
HF;7631;FR_FR;3499
HH;7631;FR_FR;60
FF;7632;FR_FR;7
HF;7632;FR_FR;453
HH;7632;FR_FR;6
FF;7634;FR_FR;92
HF;7634;FR_FR;3112
HH;7634;FR_FR;64
FF;7646;FR_FR;6
HF;7646;FR_FR;408
HH;7646;FR_FR;7
FF;7648;FR_FR;6
HF;7648;FR_FR;115
HH;7648;FR_FR;0
FF;7665;FR_FR;10
HF;7665;FR_FR;464
HH;7665;FR_FR;7
FF;7666;FR_FR;31
HF;7666;FR_FR;1234
HH;7666;FR_FR;30
FF;7681;FR_FR;25
HF;7681;FR_FR;875
HH;7681;FR_FR;9
FF;7682;FR_FR;18
HF;7682;FR_FR;657
HH;7682;FR_FR;7
FF;8401;FR_FR;26
HF;8401;FR_FR;1736
HH;8401;FR_FR;16
FF;8403;FR_FR;11
HF;8403;FR_FR;779
HH;8403;FR_FR;7
FF;8407;FR_FR;13
HF;8407;FR_FR;874
HH;8407;FR_FR;11
FF;8415;FR_FR;9
HF;8415;FR_FR;290
HH;8415;FR_FR;2
FF;8426;FR_FR;31
HF;8426;FR_FR;1524
HH;8426;FR_FR;20
FF;8438;FR_FR;64
HF;8438;FR_FR;3577
HH;8438;FR_FR;30
FF;8442;FR_FR;25
HF;8442;FR_FR;1928
HH;8442;FR_FR;20
FF;8443;FR_FR;5
HF;8443;FR_FR;575
HH;8443;FR_FR;4
FF;8463;FR_FR;30
HF;8463;FR_FR;1551
HH;8463;FR_FR;25
FF;8469;FR_FR;111
HF;8469;FR_FR;5387
HH;8469;FR_FR;70
FF;8473;FR_FR;23
HF;8473;FR_FR;1104
HH;8473;FR_FR;8
FF;8474;FR_FR;44
HF;8474;FR_FR;2263
HH;8474;FR_FR;20
FF;9304;FR_FR;9
HF;9304;FR_FR;409
HH;9304;FR_FR;7
FF;9305;FR_FR;10
HF;9305;FR_FR;380
HH;9305;FR_FR;2
FF;9306;FR_FR;54
HF;9306;FR_FR;2738
HH;9306;FR_FR;58
FF;9313;FR_FR;107
HF;9313;FR_FR;6152
HH;9313;FR_FR;66
FF;9383;FR_FR;72
HF;9383;FR_FR;3273
HH;9383;FR_FR;49
FF;9384;FR_FR;32
HF;9384;FR_FR;1658
HH;9384;FR_FR;22
FF;942A;FR_FR;4
HF;942A;FR_FR;417
HH;942A;FR_FR;4
FF;942B;FR_FR;7
HF;942B;FR_FR;432
HH;942B;FR_FR;1
FF;971;FR_FR;3
HF;971;FR_FR;788
HH;971;FR_FR;1
FF;972;FR_FR;3
HF;972;FR_FR;944
HH;972;FR_FR;2
FF;973;FR_FR;1
HF;973;FR_FR;286
HH;973;FR_FR;1
FF;974;FR_FR;30
HF;974;FR_FR;2666
HH;974;FR_FR;12
FF;976;FR_FR;0
HF;976;FR_FR;85
HH;976;FR_FR;2
FF;1175;TOTAL;158
HF;1175;TOTAL;8824
HH;1175;TOTAL;425
FF;1177;TOTAL;62
HF;1177;TOTAL;4859
HH;1177;TOTAL;51
FF;1178;TOTAL;54
HF;1178;TOTAL;4797
HH;1178;TOTAL;37
FF;1191;TOTAL;51
HF;1191;TOTAL;4357
HH;1191;TOTAL;26
FF;1192;TOTAL;84
HF;1192;TOTAL;6092
HH;1192;TOTAL;83
FF;1193;TOTAL;54
HF;1193;TOTAL;5613
HH;1193;TOTAL;56
FF;1194;TOTAL;69
